FileName,GameId,GameSeriesId,GameTitleUsEn,SongId,SongRecordType,PlaylistId1,SongTitleUsEn,SongAuthorUsEn,SongCopyrightUsEn
c50_cad_battle.idsp,cadence_of_hyrule,zelda,Cadence of Hyrule,c50_cad_battle,arrange,zelda,Battle,Nintendo,Nintendo
